"Statistic Label","Census Year","CSO Small Areas 2022","Age","Sex","UNIT","VALUE"
"Population","2022","087071021","Age 0-4","Females","Number","10"
"Population","2022","087071021","Age 0-4","Both Sexes","Number","14"
"Population","2022","267002018","Age 0-4","Males","Number","6"
"Population","2022","267002018","Age 0-4","Females","Number","11"
"Population","2022","267002018","Age 0-4","Both Sexes","Number","17"
"Population","2022","227090032","Age 0-4","Males","Number","3"
"Population","2022","227090032","Age 0-4","Females","Number","3"
"Population","2022","227090032","Age 0-4","Both Sexes","Number","6"
"Population","2022","197098008","Age 0-4","Males","Number","2"
"Population","2022","197098008","Age 0-4","Females","Number","6"
"Population","2022","197098008","Age 0-4","Both Sexes","Number","8"
"Population","2022","087070009","Age 0-4","Males","Number","10"
"Population","2022","087070009","Age 0-4","Females","Number","14"
"Population","2022","087070009","Age 0-4","Both Sexes","Number","24"
"Population","2022","047132043","Age 0-4","Males","Number","14"
"Population","2022","047132043","Age 0-4","Females","Number","8"
"Population","2022","047132043","Age 0-4","Both Sexes","Number","22"
"Population","2022","047070001","Age 0-4","Males","Number","6"
"Population","2022","047070001","Age 0-4","Females","Number","5"
"Population","2022","047070001","Age 0-4","Both Sexes","Number","11"
"Population","2022","268029002","Age 0-4","Males","Number","7"
"Population","2022","268029002","Age 0-4","Females","Number","10"
"Population","2022","268029002","Age 0-4","Both Sexes","Number","17"
"Population","2022","267052003","Age 0-4","Males","Number","7"
"Population","2022","267052003","Age 0-4","Females","Number","4"
"Population","2022","267052003","Age 0-4","Both Sexes","Number","11"
"Population","2022","157016002","Age 0-4","Males","Number","6"
"Population","2022","157016002","Age 0-4","Females","Number","7"
"Population","2022","157016002","Age 0-4","Both Sexes","Number","13"
"Population","2022","267106019","Age 0-4","Males","Number","6"
"Population","2022","267106019","Age 0-4","Females","Number","4"
"Population","2022","267106019","Age 0-4","Both Sexes","Number","10"
"Population","2022","247060001","Age 0-4","Males","Number","12"
"Population","2022","247060001","Age 0-4","Females","Number","9"
"Population","2022","247060001","Age 0-4","Both Sexes","Number","21"
"Population","2022","097064001","Age 0-4","Males","Number","7"
"Population","2022","097064001","Age 0-4","Females","Number","8"
"Population","2022","097064001","Age 0-4","Both Sexes","Number","15"
"Population","2022","267137006","Age 0-4","Males","Number","5"
"Population","2022","267137006","Age 0-4","Females","Number","5"
"Population","2022","267137006","Age 0-4","Both Sexes","Number","10"
"Population","2022","107078025","Age 0-4","Males","Number","8"
"Population","2022","107078025","Age 0-4","Females","Number","6"
"Population","2022","107078025","Age 0-4","Both Sexes","Number","14"
"Population","2022","147034007","Age 0-4","Males","Number","13"
"Population","2022","147034007","Age 0-4","Females","Number","9"
"Population","2022","147034007","Age 0-4","Both Sexes","Number","22"
"Population","2022","077060001/077060002/077060003","Age 0-4","Males","Number","3"
"Population","2022","077060001/077060002/077060003","Age 0-4","Females","Number","2"
"Population","2022","077060001/077060002/077060003","Age 0-4","Both Sexes","Number","5"
"Population","2022","268026009","Age 0-4","Males","Number","12"
"Population","2022","268026009","Age 0-4","Females","Number","8"
"Population","2022","268026009","Age 0-4","Both Sexes","Number","20"
"Population","2022","207047001","Age 0-4","Males","Number","3"
"Population","2022","207047001","Age 0-4","Females","Number","4"
"Population","2022","207047001","Age 0-4","Both Sexes","Number","7"
"Population","2022","087041002","Age 0-4","Males","Number","6"
"Population","2022","087041002","Age 0-4","Females","Number","4"
"Population","2022","087041002","Age 0-4","Both Sexes","Number","10"
"Population","2022","217056016","Age 0-4","Males","Number","0"
"Population","2022","217056016","Age 0-4","Females","Number","5"
"Population","2022","217056016","Age 0-4","Both Sexes","Number","5"
"Population","2022","237079030/02","Age 0-4","Males","Number","8"
"Population","2022","237079030/02","Age 0-4","Females","Number","5"
"Population","2022","237079030/02","Age 0-4","Both Sexes","Number","13"
"Population","2022","268060012","Age 0-4","Males","Number","9"
"Population","2022","268060012","Age 0-4","Females","Number","5"
"Population","2022","268060012","Age 0-4","Both Sexes","Number","14"
"Population","2022","267104025","Age 0-4","Males","Number","18"
"Population","2022","267104025","Age 0-4","Females","Number","7"
"Population","2022","267104025","Age 0-4","Both Sexes","Number","25"
"Population","2022","027029001","Age 0-4","Males","Number","5"
"Population","2022","027029001","Age 0-4","Females","Number","6"
"Population","2022","027029001","Age 0-4","Both Sexes","Number","11"
"Population","2022","267100012","Age 0-4","Males","Number","5"
"Population","2022","267100012","Age 0-4","Females","Number","6"
"Population","2022","267100012","Age 0-4","Both Sexes","Number","11"
"Population","2022","037057039","Age 0-4","Males","Number","9"
"Population","2022","037057039","Age 0-4","Females","Number","8"
"Population","2022","037057039","Age 0-4","Both Sexes","Number","17"
"Population","2022","217115002","Age 0-4","Males","Number","9"
"Population","2022","217115002","Age 0-4","Females","Number","10"
"Population","2022","217115002","Age 0-4","Both Sexes","Number","19"
"Population","2022","107011001","Age 0-4","Males","Number","18"
"Population","2022","107011001","Age 0-4","Females","Number","13"
"Population","2022","107011001","Age 0-4","Both Sexes","Number","31"
"Population","2022","047324009","Age 0-4","Males","Number","7"
"Population","2022","047324009","Age 0-4","Females","Number","9"
"Population","2022","047324009","Age 0-4","Both Sexes","Number","16"
"Population","2022","267050023","Age 0-4","Males","Number","14"
"Population","2022","267050023","Age 0-4","Females","Number","11"
"Population","2022","267050023","Age 0-4","Both Sexes","Number","25"
"Population","2022","057128007","Age 0-4","Males","Number","4"
"Population","2022","057128007","Age 0-4","Females","Number","5"
"Population","2022","057128007","Age 0-4","Both Sexes","Number","9"
"Population","2022","087071018/01","Age 0-4","Males","Number","13"
"Population","2022","087071018/01","Age 0-4","Females","Number","17"
"Population","2022","087071018/01","Age 0-4","Both Sexes","Number","30"
"Population","2022","267053017","Age 0-4","Males","Number","2"
"Population","2022","267053017","Age 0-4","Females","Number","5"
"Population","2022","267053017","Age 0-4","Both Sexes","Number","7"
"Population","2022","257054001","Age 0-4","Males","Number","8"
"Population","2022","257054001","Age 0-4","Females","Number","14"
"Population","2022","257054001","Age 0-4","Both Sexes","Number","22"
"Population","2022","187041002","Age 0-4","Males","Number","6"
"Population","2022","187041002","Age 0-4","Females","Number","5"
"Population","2022","187041002","Age 0-4","Both Sexes","Number","11"
"Population","2022","187069003","Age 0-4","Males","Number","7"
"Population","2022","187069003","Age 0-4","Females","Number","9"
"Population","2022","187069003","Age 0-4","Both Sexes","Number","16"
"Population","2022","067072003/02","Age 0-4","Males","Number","17"
"Population","2022","067072003/02","Age 0-4","Females","Number","9"
"Population","2022","067072003/02","Age 0-4","Both Sexes","Number","26"
"Population","2022","047115004/01","Age 0-4","Males","Number","10"
"Population","2022","047115004/01","Age 0-4","Females","Number","10"
"Population","2022","047115004/01","Age 0-4","Both Sexes","Number","20"
"Population","2022","117050003","Age 0-4","Males","Number","2"
"Population","2022","117050003","Age 0-4","Females","Number","4"
"Population","2022","117050003","Age 0-4","Both Sexes","Number","6"
"Population","2022","227060001","Age 0-4","Males","Number","12"
"Population","2022","227060001","Age 0-4","Females","Number","9"
"Population","2022","227060001","Age 0-4","Both Sexes","Number","21"
"Population","2022","077047002","Age 0-4","Males","Number","5"
"Population","2022","077047002","Age 0-4","Females","Number","4"
"Population","2022","077047002","Age 0-4","Both Sexes","Number","9"
"Population","2022","087064042","Age 0-4","Males","Number","7"
"Population","2022","087064042","Age 0-4","Females","Number","6"
"Population","2022","087064042","Age 0-4","Both Sexes","Number","13"
"Population","2022","228001001","Age 0-4","Males","Number","5"
"Population","2022","228001001","Age 0-4","Females","Number","6"
"Population","2022","228001001","Age 0-4","Both Sexes","Number","11"
"Population","2022","268009013","Age 0-4","Males","Number","8"
"Population","2022","268009013","Age 0-4","Females","Number","7"
"Population","2022","268009013","Age 0-4","Both Sexes","Number","15"
"Population","2022","047250004","Age 0-4","Males","Number","6"
"Population","2022","047250004","Age 0-4","Females","Number","10"
"Population","2022","047250004","Age 0-4","Both Sexes","Number","16"
"Population","2022","177045002","Age 0-4","Males","Number","17"
"Population","2022","177045002","Age 0-4","Females","Number","15"
"Population","2022","177045002","Age 0-4","Both Sexes","Number","32"
"Population","2022","268080013","Age 0-4","Males","Number","3"
"Population","2022","268080013","Age 0-4","Females","Number","0"
"Population","2022","268080013","Age 0-4","Both Sexes","Number","3"
"Population","2022","127113001","Age 0-4","Males","Number","19"
"Population","2022","127113001","Age 0-4","Females","Number","9"
"Population","2022","127113001","Age 0-4","Both Sexes","Number","28"
"Population","2022","268080015","Age 0-4","Males","Number","2"
"Population","2022","268080015","Age 0-4","Females","Number","6"
"Population","2022","268080015","Age 0-4","Both Sexes","Number","8"
"Population","2022","047271008","Age 0-4","Males","Number","7"
"Population","2022","047271008","Age 0-4","Females","Number","4"
"Population","2022","047271008","Age 0-4","Both Sexes","Number","11"
"Population","2022","228019001/01","Age 0-4","Males","Number","20"
"Population","2022","228019001/01","Age 0-4","Females","Number","14"
"Population","2022","228019001/01","Age 0-4","Both Sexes","Number","34"
"Population","2022","167037007/01","Age 0-4","Males","Number","12"
"Population","2022","167037007/01","Age 0-4","Females","Number","10"
"Population","2022","167037007/01","Age 0-4","Both Sexes","Number","22"
"Population","2022","147011002","Age 0-4","Males","Number","9"
"Population","2022","147011002","Age 0-4","Females","Number","8"
"Population","2022","147011002","Age 0-4","Both Sexes","Number","17"
"Population","2022","027032003","Age 0-4","Males","Number","10"
"Population","2022","027032003","Age 0-4","Females","Number","5"
"Population","2022","027032003","Age 0-4","Both Sexes","Number","15"
"Population","2022","167029017","Age 0-4","Males","Number","3"
"Population","2022","167029017","Age 0-4","Females","Number","10"
"Population","2022","167029017","Age 0-4","Both Sexes","Number","13"
"Population","2022","268027013","Age 0-4","Males","Number","1"
"Population","2022","268027013","Age 0-4","Females","Number","4"
"Population","2022","268027013","Age 0-4","Both Sexes","Number","5"
"Population","2022","267019007","Age 0-4","Males","Number","2"
"Population","2022","267019007","Age 0-4","Females","Number","4"
"Population","2022","267019007","Age 0-4","Both Sexes","Number","6"
"Population","2022","087066029/02","Age 0-4","Males","Number","19"
"Population","2022","087066029/02","Age 0-4","Females","Number","30"
"Population","2022","087066029/02","Age 0-4","Both Sexes","Number","49"
"Population","2022","267118021","Age 0-4","Males","Number","5"
"Population","2022","267118021","Age 0-4","Females","Number","9"
"Population","2022","267118021","Age 0-4","Both Sexes","Number","14"
"Population","2022","048062006","Age 0-4","Males","Number","7"
"Population","2022","048062006","Age 0-4","Females","Number","3"
"Population","2022","048062006","Age 0-4","Both Sexes","Number","10"
"Population","2022","128001006/01/128025003","Age 0-4","Males","Number","6"
"Population","2022","128001006/01/128025003","Age 0-4","Females","Number","1"
"Population","2022","128001006/01/128025003","Age 0-4","Both Sexes","Number","7"
"Population","2022","267158007","Age 0-4","Males","Number","15"
"Population","2022","267158007","Age 0-4","Females","Number","16"
"Population","2022","267158007","Age 0-4","Both Sexes","Number","31"
"Population","2022","077136009","Age 0-4","Males","Number","13"
"Population","2022","077136009","Age 0-4","Females","Number","7"
"Population","2022","077136009","Age 0-4","Both Sexes","Number","20"
"Population","2022","257004035","Age 0-4","Males","Number","3"
"Population","2022","257004035","Age 0-4","Females","Number","6"
"Population","2022","257004035","Age 0-4","Both Sexes","Number","9"
"Population","2022","167038008/02/167038011","Age 0-4","Males","Number","4"
"Population","2022","167038008/02/167038011","Age 0-4","Females","Number","3"
"Population","2022","167038008/02/167038011","Age 0-4","Both Sexes","Number","7"
"Population","2022","147035016","Age 0-4","Males","Number","7"
"Population","2022","147035016","Age 0-4","Females","Number","9"
"Population","2022","147035016","Age 0-4","Both Sexes","Number","16"
"Population","2022","037103003","Age 0-4","Males","Number","4"
"Population","2022","037103003","Age 0-4","Females","Number","6"
"Population","2022","037103003","Age 0-4","Both Sexes","Number","10"
"Population","2022","047115004/02","Age 0-4","Males","Number","5"
"Population","2022","047115004/02","Age 0-4","Females","Number","7"
"Population","2022","047115004/02","Age 0-4","Both Sexes","Number","12"
"Population","2022","267130010","Age 0-4","Males","Number","5"
"Population","2022","267130010","Age 0-4","Females","Number","7"
"Population","2022","267130010","Age 0-4","Both Sexes","Number","12"
"Population","2022","267105020","Age 0-4","Males","Number","4"
"Population","2022","267105020","Age 0-4","Females","Number","1"
"Population","2022","267105020","Age 0-4","Both Sexes","Number","5"
"Population","2022","187019001","Age 0-4","Males","Number","18"
"Population","2022","187019001","Age 0-4","Females","Number","15"
"Population","2022","187019001","Age 0-4","Both Sexes","Number","33"
"Population","2022","267017010","Age 0-4","Males","Number","9"
"Population","2022","267017010","Age 0-4","Females","Number","5"
"Population","2022","267017010","Age 0-4","Both Sexes","Number","14"
"Population","2022","177045001","Age 0-4","Males","Number","4"
"Population","2022","177045001","Age 0-4","Females","Number","8"
"Population","2022","177045001","Age 0-4","Both Sexes","Number","12"
"Population","2022","047270004","Age 0-4","Males","Number","9"
"Population","2022","047270004","Age 0-4","Females","Number","9"
"Population","2022","047270004","Age 0-4","Both Sexes","Number","18"
"Population","2022","268064006","Age 0-4","Males","Number","7"
"Population","2022","268064006","Age 0-4","Females","Number","6"
"Population","2022","268064006","Age 0-4","Both Sexes","Number","13"
"Population","2022","167054001","Age 0-4","Males","Number","10"
"Population","2022","167054001","Age 0-4","Females","Number","17"
"Population","2022","167054001","Age 0-4","Both Sexes","Number","27"
"Population","2022","268108012","Age 0-4","Males","Number","10"
"Population","2022","268108012","Age 0-4","Females","Number","6"
"Population","2022","268108012","Age 0-4","Both Sexes","Number","16"
"Population","2022","268129006","Age 0-4","Males","Number","1"
"Population","2022","268129006","Age 0-4","Females","Number","3"
"Population","2022","268129006","Age 0-4","Both Sexes","Number","4"
"Population","2022","267001006","Age 0-4","Males","Number","11"
"Population","2022","267001006","Age 0-4","Females","Number","10"
"Population","2022","267001006","Age 0-4","Both Sexes","Number","21"
"Population","2022","268137008","Age 0-4","Males","Number","4"
"Population","2022","268137008","Age 0-4","Females","Number","3"
"Population","2022","268137008","Age 0-4","Both Sexes","Number","7"
"Population","2022","067014003","Age 0-4","Males","Number","12"
"Population","2022","067014003","Age 0-4","Females","Number","6"
"Population","2022","067014003","Age 0-4","Both Sexes","Number","18"
"Population","2022","268109016","Age 0-4","Males","Number","11"
"Population","2022","268109016","Age 0-4","Females","Number","2"
"Population","2022","268109016","Age 0-4","Both Sexes","Number","13"
"Population","2022","247045004/01/247045001/247045003","Age 0-4","Males","Number","6"
"Population","2022","247045004/01/247045001/247045003","Age 0-4","Females","Number","5"
"Population","2022","247045004/01/247045001/247045003","Age 0-4","Both Sexes","Number","11"
"Population","2022","217130005","Age 0-4","Males","Number","10"
"Population","2022","217130005","Age 0-4","Females","Number","2"
"Population","2022","217130005","Age 0-4","Both Sexes","Number","12"
"Population","2022","057039006","Age 0-4","Males","Number","1"
"Population","2022","057039006","Age 0-4","Females","Number","4"
"Population","2022","057039006","Age 0-4","Both Sexes","Number","5"
"Population","2022","268032014","Age 0-4","Males","Number","3"
"Population","2022","268032014","Age 0-4","Females","Number","3"
"Population","2022","268032014","Age 0-4","Both Sexes","Number","6"
"Population","2022","027033001","Age 0-4","Males","Number","4"
"Population","2022","027033001","Age 0-4","Females","Number","16"
"Population","2022","027033001","Age 0-4","Both Sexes","Number","20"
"Population","2022","267085026/03","Age 0-4","Males","Number","25"
"Population","2022","267085026/03","Age 0-4","Females","Number","22"
"Population","2022","267085026/03","Age 0-4","Both Sexes","Number","47"
"Population","2022","087025016","Age 0-4","Males","Number","5"
"Population","2022","087025016","Age 0-4","Females","Number","6"
"Population","2022","087025016","Age 0-4","Both Sexes","Number","11"
"Population","2022","067045001","Age 0-4","Males","Number","9"
"Population","2022","067045001","Age 0-4","Females","Number","7"
"Population","2022","067045001","Age 0-4","Both Sexes","Number","16"
"Population","2022","267096001","Age 0-4","Males","Number","7"
"Population","2022","267096001","Age 0-4","Females","Number","8"
"Population","2022","267096001","Age 0-4","Both Sexes","Number","15"
"Population","2022","267047001","Age 0-4","Males","Number","9"
"Population","2022","267047001","Age 0-4","Females","Number","11"
"Population","2022","267047001","Age 0-4","Both Sexes","Number","20"
"Population","2022","067106001","Age 0-4","Males","Number","8"
"Population","2022","067106001","Age 0-4","Females","Number","3"
"Population","2022","067106001","Age 0-4","Both Sexes","Number","11"
"Population","2022","267150004","Age 0-4","Males","Number","10"
"Population","2022","267150004","Age 0-4","Females","Number","7"
"Population","2022","267150004","Age 0-4","Both Sexes","Number","17"
"Population","2022","048039011","Age 0-4","Males","Number","18"
"Population","2022","048039011","Age 0-4","Females","Number","5"
"Population","2022","048039011","Age 0-4","Both Sexes","Number","23"
"Population","2022","017031004","Age 0-4","Males","Number","8"
"Population","2022","017031004","Age 0-4","Females","Number","5"
"Population","2022","017031004","Age 0-4","Both Sexes","Number","13"
"Population","2022","267040054","Age 0-4","Males","Number","9"
"Population","2022","267040054","Age 0-4","Females","Number","4"
"Population","2022","267040054","Age 0-4","Both Sexes","Number","13"
"Population","2022","047175002","Age 0-4","Males","Number","8"
"Population","2022","047175002","Age 0-4","Females","Number","14"
"Population","2022","047175002","Age 0-4","Both Sexes","Number","22"
"Population","2022","097063050","Age 0-4","Males","Number","5"
"Population","2022","097063050","Age 0-4","Females","Number","7"
"Population","2022","097063050","Age 0-4","Both Sexes","Number","12"
"Population","2022","077111003","Age 0-4","Males","Number","5"
"Population","2022","077111003","Age 0-4","Females","Number","5"
"Population","2022","077111003","Age 0-4","Both Sexes","Number","10"
"Population","2022","267100054","Age 0-4","Males","Number","12"
"Population","2022","267100054","Age 0-4","Females","Number","8"
"Population","2022","267100054","Age 0-4","Both Sexes","Number","20"
"Population","2022","257046002/02","Age 0-4","Males","Number","4"
"Population","2022","257046002/02","Age 0-4","Females","Number","7"
"Population","2022","257046002/02","Age 0-4","Both Sexes","Number","11"
"Population","2022","067118002","Age 0-4","Males","Number","9"
"Population","2022","067118002","Age 0-4","Females","Number","6"
"Population","2022","067118002","Age 0-4","Both Sexes","Number","15"
"Population","2022","237075004","Age 0-4","Males","Number","5"
"Population","2022","237075004","Age 0-4","Females","Number","2"
"Population","2022","237075004","Age 0-4","Both Sexes","Number","7"
"Population","2022","267028070","Age 0-4","Males","Number","9"
"Population","2022","267028070","Age 0-4","Females","Number","15"
"Population","2022","267028070","Age 0-4","Both Sexes","Number","24"
"Population","2022","047216001","Age 0-4","Males","Number","15"
"Population","2022","047216001","Age 0-4","Females","Number","12"
"Population","2022","047216001","Age 0-4","Both Sexes","Number","27"
"Population","2022","048025003","Age 0-4","Males","Number","4"
"Population","2022","048025003","Age 0-4","Females","Number","2"
"Population","2022","048025003","Age 0-4","Both Sexes","Number","6"
"Population","2022","068003030","Age 0-4","Males","Number","12"
"Population","2022","068003030","Age 0-4","Females","Number","17"
"Population","2022","068003030","Age 0-4","Both Sexes","Number","29"
"Population","2022","087023047","Age 0-4","Males","Number","11"
"Population","2022","087023047","Age 0-4","Females","Number","6"
"Population","2022","087023047","Age 0-4","Both Sexes","Number","17"
"Population","2022","177004002","Age 0-4","Males","Number","7"
"Population","2022","177004002","Age 0-4","Females","Number","7"
"Population","2022","177004002","Age 0-4","Both Sexes","Number","14"
"Population","2022","247117046","Age 0-4","Males","Number","9"
"Population","2022","247117046","Age 0-4","Females","Number","10"
"Population","2022","247117046","Age 0-4","Both Sexes","Number","19"
"Population","2022","267022002","Age 0-4","Males","Number","6"
"Population","2022","267022002","Age 0-4","Females","Number","2"
"Population","2022","267022002","Age 0-4","Both Sexes","Number","8"
"Population","2022","037107002","Age 0-4","Males","Number","3"
"Population","2022","037107002","Age 0-4","Females","Number","3"
"Population","2022","037107002","Age 0-4","Both Sexes","Number","6"
"Population","2022","067017027","Age 0-4","Males","Number","12"
"Population","2022","067017027","Age 0-4","Females","Number","13"
"Population","2022","067017027","Age 0-4","Both Sexes","Number","25"
"Population","2022","147028005","Age 0-4","Males","Number","6"
"Population","2022","147028005","Age 0-4","Females","Number","9"
"Population","2022","147028005","Age 0-4","Both Sexes","Number","15"
"Population","2022","047083001/047083002","Age 0-4","Males","Number","3"
"Population","2022","047083001/047083002","Age 0-4","Females","Number","5"
"Population","2022","047083001/047083002","Age 0-4","Both Sexes","Number","8"
"Population","2022","267140049","Age 0-4","Males","Number","4"
"Population","2022","267140049","Age 0-4","Females","Number","5"
"Population","2022","267140049","Age 0-4","Both Sexes","Number","9"
"Population","2022","147022002","Age 0-4","Males","Number","5"
"Population","2022","147022002","Age 0-4","Females","Number","9"
"Population","2022","147022002","Age 0-4","Both Sexes","Number","14"
"Population","2022","037042004/02","Age 0-4","Males","Number","6"
"Population","2022","037042004/02","Age 0-4","Females","Number","4"
"Population","2022","037042004/02","Age 0-4","Both Sexes","Number","10"
"Population","2022","267092053","Age 0-4","Males","Number","11"
"Population","2022","267092053","Age 0-4","Females","Number","6"
"Population","2022","267092053","Age 0-4","Both Sexes","Number","17"
"Population","2022","047221020","Age 0-4","Males","Number","6"
"Population","2022","047221020","Age 0-4","Females","Number","3"
"Population","2022","047221020","Age 0-4","Both Sexes","Number","9"
"Population","2022","268072013/01/268072013/01","Age 0-4","Males","Number","29"
"Population","2022","268072013/01/268072013/01","Age 0-4","Females","Number","24"
"Population","2022","268072013/01/268072013/01","Age 0-4","Both Sexes","Number","53"
"Population","2022","147021005","Age 0-4","Males","Number","7"
"Population","2022","147021005","Age 0-4","Females","Number","5"
"Population","2022","147021005","Age 0-4","Both Sexes","Number","12"
"Population","2022","057138001","Age 0-4","Males","Number","2"
"Population","2022","057138001","Age 0-4","Females","Number","3"
"Population","2022","057138001","Age 0-4","Both Sexes","Number","5"
"Population","2022","097048002","Age 0-4","Males","Number","4"
"Population","2022","097048002","Age 0-4","Females","Number","4"
"Population","2022","097048002","Age 0-4","Both Sexes","Number","8"
"Population","2022","207081010","Age 0-4","Males","Number","15"
"Population","2022","207081010","Age 0-4","Females","Number","21"
"Population","2022","207081010","Age 0-4","Both Sexes","Number","36"
"Population","2022","047190001","Age 0-4","Males","Number","15"
"Population","2022","047190001","Age 0-4","Females","Number","7"
"Population","2022","047190001","Age 0-4","Both Sexes","Number","22"
"Population","2022","268134007","Age 0-4","Males","Number","2"
"Population","2022","268134007","Age 0-4","Females","Number","0"
"Population","2022","268134007","Age 0-4","Both Sexes","Number","2"
"Population","2022","167033001","Age 0-4","Males","Number","15"
"Population","2022","167033001","Age 0-4","Females","Number","16"
"Population","2022","167033001","Age 0-4","Both Sexes","Number","31"
"Population","2022","047170001","Age 0-4","Males","Number","12"
"Population","2022","047170001","Age 0-4","Females","Number","11"
"Population","2022","047170001","Age 0-4","Both Sexes","Number","23"
"Population","2022","267028004/02/07","Age 0-4","Males","Number","22"
"Population","2022","267028004/02/07","Age 0-4","Females","Number","34"
"Population","2022","267028004/02/07","Age 0-4","Both Sexes","Number","56"
"Population","2022","268072013/07","Age 0-4","Males","Number","15"
"Population","2022","268072013/07","Age 0-4","Females","Number","18"
"Population","2022","268072013/07","Age 0-4","Both Sexes","Number","33"
"Population","2022","247003006","Age 0-4","Males","Number","2"
"Population","2022","247003006","Age 0-4","Females","Number","7"
"Population","2022","247003006","Age 0-4","Both Sexes","Number","9"
"Population","2022","267025009","Age 0-4","Males","Number","14"
"Population","2022","267025009","Age 0-4","Females","Number","11"
"Population","2022","267025009","Age 0-4","Both Sexes","Number","25"
"Population","2022","127026041/01","Age 0-4","Males","Number","8"
"Population","2022","127026041/01","Age 0-4","Females","Number","7"
"Population","2022","127026041/01","Age 0-4","Both Sexes","Number","15"
"Population","2022","147019040","Age 0-4","Males","Number","9"
"Population","2022","147019040","Age 0-4","Females","Number","11"
"Population","2022","147019040","Age 0-4","Both Sexes","Number","20"
"Population","2022","268139001/268139013","Age 0-4","Males","Number","9"
"Population","2022","268139001/268139013","Age 0-4","Females","Number","8"
"Population","2022","268139001/268139013","Age 0-4","Both Sexes","Number","17"
"Population","2022","268096018","Age 0-4","Males","Number","4"
"Population","2022","268096018","Age 0-4","Females","Number","4"
"Population","2022","268096018","Age 0-4","Both Sexes","Number","8"
"Population","2022","017023001","Age 0-4","Males","Number","11"
"Population","2022","017023001","Age 0-4","Females","Number","12"
"Population","2022","017023001","Age 0-4","Both Sexes","Number","23"
"Population","2022","228036004","Age 0-4","Males","Number","5"
"Population","2022","228036004","Age 0-4","Females","Number","7"
"Population","2022","228036004","Age 0-4","Both Sexes","Number","12"
"Population","2022","047243017","Age 0-4","Males","Number","16"
"Population","2022","047243017","Age 0-4","Females","Number","12"
"Population","2022","047243017","Age 0-4","Both Sexes","Number","28"
"Population","2022","247002002","Age 0-4","Males","Number","10"
"Population","2022","247002002","Age 0-4","Females","Number","8"
"Population","2022","247002002","Age 0-4","Both Sexes","Number","18"
"Population","2022","247036003","Age 0-4","Males","Number","8"
"Population","2022","247036003","Age 0-4","Females","Number","12"
"Population","2022","247036003","Age 0-4","Both Sexes","Number","20"
"Population","2022","257078022","Age 0-4","Males","Number","1"
"Population","2022","257078022","Age 0-4","Females","Number","3"
"Population","2022","257078022","Age 0-4","Both Sexes","Number","4"
"Population","2022","267020007","Age 0-4","Males","Number","10"
"Population","2022","267020007","Age 0-4","Females","Number","7"
"Population","2022","267020007","Age 0-4","Both Sexes","Number","17"
"Population","2022","268070013","Age 0-4","Males","Number","8"
"Population","2022","268070013","Age 0-4","Females","Number","9"
"Population","2022","268070013","Age 0-4","Both Sexes","Number","17"
"Population","2022","257036007","Age 0-4","Males","Number","11"
"Population","2022","257036007","Age 0-4","Females","Number","4"
"Population","2022","257036007","Age 0-4","Both Sexes","Number","15"
"Population","2022","077126001","Age 0-4","Males","Number","3"
"Population","2022","077126001","Age 0-4","Females","Number","5"
"Population","2022","077126001","Age 0-4","Both Sexes","Number","8"
"Population","2022","127072001/02","Age 0-4","Males","Number","9"
"Population","2022","127072001/02","Age 0-4","Females","Number","2"
"Population","2022","127072001/02","Age 0-4","Both Sexes","Number","11"
"Population","2022","257051033/02","Age 0-4","Males","Number","0"
"Population","2022","257051033/02","Age 0-4","Females","Number","5"
"Population","2022","257051033/02","Age 0-4","Both Sexes","Number","5"
"Population","2022","247117040","Age 0-4","Males","Number","13"
"Population","2022","247117040","Age 0-4","Females","Number","15"
"Population","2022","247117040","Age 0-4","Both Sexes","Number","28"
"Population","2022","127027003","Age 0-4","Males","Number","12"
"Population","2022","127027003","Age 0-4","Females","Number","6"
"Population","2022","127027003","Age 0-4","Both Sexes","Number","18"
"Population","2022","157132005","Age 0-4","Males","Number","2"
"Population","2022","157132005","Age 0-4","Females","Number","4"
"Population","2022","157132005","Age 0-4","Both Sexes","Number","6"
"Population","2022","257039012","Age 0-4","Males","Number","5"
"Population","2022","257039012","Age 0-4","Females","Number","6"
"Population","2022","257039012","Age 0-4","Both Sexes","Number","11"
"Population","2022","127098001","Age 0-4","Males","Number","4"
"Population","2022","127098001","Age 0-4","Females","Number","4"
"Population","2022","127098001","Age 0-4","Both Sexes","Number","8"
"Population","2022","267084027","Age 0-4","Males","Number","10"
"Population","2022","267084027","Age 0-4","Females","Number","21"
"Population","2022","267084027","Age 0-4","Both Sexes","Number","31"
"Population","2022","268056005","Age 0-4","Males","Number","7"
"Population","2022","268056005","Age 0-4","Females","Number","7"
"Population","2022","268056005","Age 0-4","Both Sexes","Number","14"
"Population","2022","257078010","Age 0-4","Males","Number","7"
"Population","2022","257078010","Age 0-4","Females","Number","4"
"Population","2022","257078010","Age 0-4","Both Sexes","Number","11"
"Population","2022","268145005","Age 0-4","Males","Number","2"
"Population","2022","268145005","Age 0-4","Females","Number","4"
"Population","2022","268145005","Age 0-4","Both Sexes","Number","6"
"Population","2022","087008001","Age 0-4","Males","Number","11"
"Population","2022","087008001","Age 0-4","Females","Number","5"
"Population","2022","087008001","Age 0-4","Both Sexes","Number","16"
"Population","2022","217041007","Age 0-4","Males","Number","1"
"Population","2022","217041007","Age 0-4","Females","Number","1"
